fips,state_abbr,county_name,park_access_pct,life_expectancy,inactivity_chk,smoking_chk,year
18157,IN,Tippecanoe County,32.6,78.342559865,24.2,,2024
18159,IN,Tipton County,38.5,76.014243257,25.4,,2024
18161,IN,Union County,38.1,75.487560096,25.7,,2024
18163,IN,Vanderburgh County,42.4,74.624056518,26.5,,2024
18165,IN,Vermillion County,40.9,74.178918908,28.599999999999998,,2024
18167,IN,Vigo County,38.5,74.315698939,29.799999999999997,,2024
18169,IN,Wabash County,39.5,74.333703894,27.200000000000003,,2024
18171,IN,Warren County,38.7,77.978218338,24.9,,2024
18173,IN,Warrick County,33.2,77.065215026,21.5,,2024
18175,IN,Washington County,41.3,73.820903221,29.299999999999997,,2024
18177,IN,Wayne County,37.8,72.611440809,28.1,,2024
18179,IN,Wells County,37.7,76.7018016,25.900000000000002,,2024
18181,IN,White County,38.4,75.440287883,26.6,,2024
18183,IN,Whitley County,36.7,77.916383782,25.4,,2024
19001,IA,Adair County,37.8,76.354774759,25.4,,2024
19003,IA,Adams County,37.4,78.395132985,24.3,,2024
19005,IA,Allamakee County,36.1,76.920161625,26.3,,2024
19007,IA,Appanoose County,38.9,76.122489139,28.4,,2024
19009,IA,Audubon County,38.0,79.021020384,24.5,,2024
19011,IA,Benton County,38.4,79.744603472,22.900000000000002,,2024
19013,IA,Black Hawk County,36.8,77.096225581,25.2,,2024
19015,IA,Boone County,35.4,77.842351166,23.0,,2024
19017,IA,Bremer County,35.3,79.98265543,20.9,,2024
19019,IA,Buchanan County,35.4,79.38185922,23.599999999999998,,2024
19021,IA,Buena Vista County,34.9,79.958498391,29.4,,2024
19023,IA,Butler County,39.7,78.293849114,25.1,,2024
19025,IA,Calhoun County,40.5,78.053542392,25.2,,2024
19027,IA,Carroll County,39.0,78.591743519,24.099999999999998,,2024
19029,IA,Cass County,42.5,75.783627107,27.800000000000004,,2024
19031,IA,Cedar County,39.7,80.213700627,23.599999999999998,,2024
19033,IA,Cerro Gordo County,35.699999999999996,76.410605481,24.6,,2024
19035,IA,Cherokee County,42.5,77.883564737,26.400000000000002,,2024
19037,IA,Chickasaw County,39.2,78.478530971,24.3,,2024
19039,IA,Clarke County,43.0,74.753759669,30.599999999999998,,2024
19041,IA,Clay County,37.4,78.149677293,25.7,,2024
19043,IA,Clayton County,40.2,79.397071812,27.1,,2024
19045,IA,Clinton County,41.3,77.050769458,25.7,,2024
19047,IA,Crawford County,38.9,78.815693348,30.2,,2024
19049,IA,Dallas County,35.0,82.054584073,18.6,,2024
19051,IA,Davis County,36.9,78.387542693,26.900000000000002,,2024
19053,IA,Decatur County,38.2,77.659501488,26.6,,2024
19055,IA,Delaware County,36.199999999999996,79.074470517,24.2,,2024
19057,IA,Des Moines County,38.5,76.352809234,26.8,,2024
19059,IA,Dickinson County,37.2,80.665408021,22.3,,2024
19061,IA,Dubuque County,32.9,79.325157561,22.3,,2024
19063,IA,Emmet County,39.5,76.971541369,26.400000000000002,,2024
19065,IA,Fayette County,41.199999999999996,77.291876985,27.6,,2024
19067,IA,Floyd County,38.5,78.258024378,24.4,,2024
19069,IA,Franklin County,39.1,75.835783702,27.200000000000003,,2024
19071,IA,Fremont County,38.9,75.670850043,25.3,,2024
19073,IA,Greene County,36.5,77.828111466,25.900000000000002,,2024
19075,IA,Grundy County,37.4,78.827001429,21.4,,2024
19077,IA,Guthrie County,36.199999999999996,79.420327987,24.3,,2024
19079,IA,Hamilton County,39.1,77.527805773,23.5,,2024
19081,IA,Hancock County,36.5,80.183172972,24.099999999999998,,2024
19083,IA,Hardin County,36.9,77.334167344,25.6,,2024
19085,IA,Harrison County,38.5,75.713338415,24.7,,2024
19087,IA,Henry County,39.4,77.745685022,25.6,,2024
19089,IA,Howard County,35.199999999999996,78.21369622,24.5,,2024
19091,IA,Humboldt County,37.8,78.290578902,26.0,,2024
19093,IA,Ida County,36.1,77.130933755,25.2,,2024
19095,IA,Iowa County,37.3,78.131955561,24.0,,2024
19097,IA,Jackson County,37.1,77.711880315,25.1,,2024
19099,IA,Jasper County,36.3,78.194951525,23.599999999999998,,2024
19101,IA,Jefferson County,35.0,78.933167547,25.7,,2024
19103,IA,Johnson County,33.300000000000004,82.003347044,21.6,,2024
19105,IA,Jones County,42.8,80.50394552,24.9,,2024
19107,IA,Keokuk County,39.300000000000004,77.817240359,27.400000000000002,,2024
19109,IA,Kossuth County,39.1,78.317932662,25.4,,2024
19111,IA,Lee County,41.099999999999994,74.520172423,25.900000000000002,,2024
19113,IA,Linn County,38.5,79.185905392,21.4,,2024
19115,IA,Louisa County,40.5,77.711786878,27.700000000000003,,2024
19117,IA,Lucas County,37.9,76.778340735,27.3,,2024
19119,IA,Lyon County,37.1,82.671419613,24.4,,2024
19121,IA,Madison County,38.2,78.90469624,21.8,,2024
19123,IA,Mahaska County,39.6,77.048941668,26.200000000000003,,2024
19125,IA,Marion County,36.8,78.400552603,22.6,,2024
19127,IA,Marshall County,37.2,75.980712143,26.5,,2024
19129,IA,Mills County,37.3,77.92738004,22.400000000000002,,2024
19131,IA,Mitchell County,37.8,79.600749288,23.1,,2024
19133,IA,Monona County,41.0,74.946260712,25.900000000000002,,2024
19135,IA,Monroe County,37.6,76.130892643,24.5,,2024
19137,IA,Montgomery County,37.8,75.181564596,27.1,,2024
19139,IA,Muscatine County,38.6,76.819220586,25.7,,2024
19141,IA,O'Brien County,36.8,76.891930858,25.0,,2024
19143,IA,Osceola County,39.900000000000006,77.158493749,26.3,,2024
19145,IA,Page County,42.6,78.033175083,26.3,,2024
19147,IA,Palo Alto County,38.7,76.53816477,23.7,,2024
19149,IA,Plymouth County,36.5,79.780358613,22.400000000000002,,2024
19151,IA,Pocahontas County,39.5,77.283045189,27.0,,2024
19153,IA,Polk County,35.699999999999996,77.548063112,23.7,,2024
19155,IA,Pottawattamie County,38.3,76.003475818,24.7,,2024
19157,IA,Poweshiek County,37.7,78.46953652,24.7,,2024
19159,IA,Ringgold County,38.800000000000004,75.563629784,27.200000000000003,,2024
19161,IA,Sac County,38.9,78.355678748,24.7,,2024
19163,IA,Scott County,37.3,77.993968373,23.200000000000003,,2024
19165,IA,Shelby County,36.7,78.65860059,23.7,,2024
19167,IA,Sioux County,38.3,83.130945819,22.3,,2024
19169,IA,Story County,32.6,81.836088389,20.3,,2024
19171,IA,Tama County,42.9,76.271039793,27.900000000000002,,2024
19173,IA,Taylor County,37.7,76.695351883,25.6,,2024
19175,IA,Union County,37.8,76.247058195,25.1,,2024
19177,IA,Van Buren County,39.800000000000004,77.771630404,28.9,,2024
19179,IA,Wapello County,40.5,75.046472235,29.599999999999998,,2024
19181,IA,Warren County,37.6,78.721225366,21.0,,2024
19183,IA,Washington County,36.8,78.826948984,25.2,,2024
19185,IA,Wayne County,41.4,76.752771951,27.6,,2024
19187,IA,Webster County,34.4,74.831146257,27.400000000000002,,2024
19189,IA,Winnebago County,38.2,79.671690311,23.7,,2024
19191,IA,Winneshiek County,34.300000000000004,82.354593889,22.6,,2024
19193,IA,Woodbury County,38.5,75.806442913,28.7,,2024
19195,IA,Worth County,37.3,79.01140088,24.099999999999998,,2024
19197,IA,Wright County,39.7,78.115299936,26.8,,2024
20001,KS,Allen County,41.699999999999996,75.761484616,28.599999999999998,,2024
20003,KS,Anderson County,39.2,77.168054223,28.199999999999996,,2024
20005,KS,Atchison County,43.7,76.339359462,26.700000000000003,,2024
20007,KS,Barber County,38.6,75.188221719,27.400000000000002,,2024
20009,KS,Barton County,39.7,75.430608231,29.599999999999998,,2024
20011,KS,Bourbon County,40.699999999999996,74.827966005,27.400000000000002,,2024
20013,KS,Brown County,37.7,73.447927167,26.6,,2024
20015,KS,Butler County,39.900000000000006,76.260144496,23.200000000000003,,2024
20017,KS,Chase County,38.9,82.845945638,25.900000000000002,,2024
20019,KS,Chautauqua County,43.2,76.005315028,29.5,,2024
20021,KS,Cherokee County,42.8,72.297764903,25.900000000000002,,2024
20023,KS,Cheyenne County,39.1,76.425636244,27.6,,2024
20025,KS,Clark County,38.9,73.321175333,23.799999999999997,,2024
20027,KS,Clay County,38.3,79.020269283,25.1,,2024
20029,KS,Cloud County,37.8,74.83148639,26.700000000000003,,2024
20031,KS,Coffey County,38.2,76.917507369,25.1,,2024
20033,KS,Comanche County,38.1,72.447869021,24.2,,2024
20035,KS,Cowley County,43.5,74.268234348,29.9,,2024
20037,KS,Crawford County,39.7,73.098638586,28.299999999999997,,2024
20039,KS,Decatur County,37.6,77.717717035,26.8,,2024
20041,KS,Dickinson County,38.2,75.877658534,24.0,,2024
20043,KS,Doniphan County,40.400000000000006,76.442974984,27.500000000000004,,2024
20045,KS,Douglas County,32.1,80.016295566,19.1,,2024
20047,KS,Edwards County,39.7,64.558019889,28.4,,2024
20049,KS,Elk County,42.9,76.08268347,29.599999999999998,,2024
20051,KS,Ellis County,37.9,79.764718987,22.400000000000002,,2024
20053,KS,Ellsworth County,39.4,77.804177841,25.8,,2024
20055,KS,Finney County,39.0,75.933854689,31.4,,2024
20057,KS,Ford County,44.1,76.762485192,30.9,,2024
20059,KS,Franklin County,40.6,75.451611133,24.0,,2024
20061,KS,Geary County,42.5,73.176293137,28.299999999999997,,2024
20063,KS,Gove County,38.6,78.655709293,24.5,,2024
20065,KS,Graham County,36.7,78.577196314,27.200000000000003,,2024
20067,KS,Grant County,36.1,77.96753306,28.299999999999997,,2024
20069,KS,Gray County,37.5,77.186388311,25.3,,2024
20071,KS,Greeley County,39.5,76.360821531,25.900000000000002,,2024
20073,KS,Greenwood County,41.099999999999994,74.291091098,27.1,,2024
20075,KS,Hamilton County,40.5,73.720535394,29.5,,2024
20077,KS,Harper County,40.8,74.727656015,29.5,,2024
20079,KS,Harvey County,39.7,76.249787558,26.0,,2024
20081,KS,Haskell County,40.5,79.873399161,31.4,,2024
20083,KS,Hodgeman County,36.3,70.836012465,23.7,,2024
20085,KS,Jackson County,40.2,77.448365148,25.900000000000002,,2024
20087,KS,Jefferson County,33.6,78.221475843,21.8,,2024
20089,KS,Jewell County,41.6,80.421021433,26.8,,2024
20091,KS,Johnson County,29.2,80.850928175,16.3,,2024
20093,KS,Kearny County,43.6,77.783303204,32.0,,2024
20095,KS,Kingman County,37.7,63.615230274,25.8,,2024
20097,KS,Kiowa County,35.199999999999996,75.655764585,24.099999999999998,,2024
20099,KS,Labette County,43.3,73.981663691,27.3,,2024
20101,KS,Lane County,42.199999999999996,76.360821531,25.5,,2024
20103,KS,Leavenworth County,38.5,77.29312096,23.7,,2024
20105,KS,Lincoln County,39.0,77.567239706,25.4,,2024
20107,KS,Linn County,38.0,74.492968751,25.900000000000002,,2024
20109,KS,Logan County,40.2,76.724212821,25.8,,2024
20111,KS,Lyon County,42.1,77.696902064,28.599999999999998,,2024
20113,KS,McPherson County,35.9,77.686913612,23.599999999999998,,2024
20115,KS,Marion County,37.3,76.364999326,24.8,,2024
20117,KS,Marshall County,39.900000000000006,77.751268138,25.4,,2024
20119,KS,Meade County,40.1,75.643577456,27.3,,2024
20121,KS,Miami County,39.5,77.789124172,22.6,,2024
20123,KS,Mitchell County,38.4,77.540810214,23.799999999999997,,2024
20125,KS,Montgomery County,43.5,73.287120084,30.2,,2024
20127,KS,Morris County,36.9,77.116141328,24.4,,2024
20129,KS,Morton County,39.4,71.334965346,28.799999999999997,,2024
20131,KS,Nemaha County,37.7,79.27611218,23.7,,2024
20133,KS,Neosho County,40.1,74.815335762,27.700000000000003,,2024
20135,KS,Ness County,38.4,73.464597933,23.599999999999998,,2024
20137,KS,Norton County,37.7,76.816015798,24.8,,2024
20139,KS,Osage County,43.5,75.052045236,25.2,,2024
20141,KS,Osborne County,39.0,76.685477009,25.900000000000002,,2024
20143,KS,Ottawa County,39.900000000000006,75.379415083,26.1,,2024
20145,KS,Pawnee County,36.4,77.365520544,25.6,,2024
20147,KS,Phillips County,37.3,76.956594405,24.9,,2024
20149,KS,Pottawatomie County,36.7,79.351874202,22.1,,2024
20151,KS,Pratt County,39.4,76.521243158,26.1,,2024
20153,KS,Rawlins County,39.2,77.958375293,27.0,,2024
20155,KS,Reno County,41.9,76.453192166,27.400000000000002,,2024
20157,KS,Republic County,38.5,74.309450453,24.5,,2024
20159,KS,Rice County,39.0,75.872623015,25.8,,2024
20161,KS,Riley County,32.6,80.073011584,22.5,,2024
20163,KS,Rooks County,36.199999999999996,76.157661204,23.9,,2024
20165,KS,Rush County,41.199999999999996,74.391124565,24.7,,2024
20167,KS,Russell County,39.6,76.324996612,26.6,,2024
20169,KS,Saline County,36.4,76.390847248,26.1,,2024
20171,KS,Scott County,39.900000000000006,75.910739105,28.7,,2024
20173,KS,Sedgwick County,39.4,75.490776792,24.9,,2024
20175,KS,Seward County,43.6,77.464141989,34.8,,2024
20177,KS,Shawnee County,39.300000000000004,75.73394508,23.9,,2024
20179,KS,Sheridan County,37.9,75.689896599,23.0,,2024
20181,KS,Sherman County,40.1,78.511150156,26.1,,2024
20183,KS,Smith County,37.7,80.672573981,24.4,,2024
20185,KS,Stafford County,40.2,74.094628167,26.3,,2024
20187,KS,Stanton County,43.1,78.32123383,32.0,,2024
20189,KS,Stevens County,40.0,77.898943379,30.8,,2024
20191,KS,Sumner County,40.6,75.068575195,26.8,,2024
20193,KS,Thomas County,38.5,77.840845492,24.8,,2024
20195,KS,Trego County,35.3,79.42511729,23.7,,2024
20197,KS,Wabaunsee County,37.0,79.073341819,23.1,,2024
20199,KS,Wallace County,38.0,76.360821531,24.8,,2024
20201,KS,Washington County,42.1,80.51381781,27.200000000000003,,2024
20203,KS,Wichita County,40.0,73.628287296,27.6,,2024
20205,KS,Wilson County,37.0,73.983006771,26.5,,2024
20207,KS,Woodson County,39.0,76.356643736,25.8,,2024
20209,KS,Wyandotte County,41.5,74.027729589,35.3,,2024
21001,KY,Adair County,40.8,73.649385601,31.900000000000002,,2024
21003,KY,Allen County,42.1,73.665150266,30.9,,2024
21005,KY,Anderson County,34.300000000000004,75.026483625,27.1,,2024
21007,KY,Ballard County,40.5,73.992929761,29.9,,2024
21009,KY,Barren County,41.9,74.180770118,32.6,,2024
21011,KY,Bath County,38.6,70.596859721,31.8,,2024
21013,KY,Bell County,46.300000000000004,67.692374494,37.9,,2024
21015,KY,Boone County,34.9,78.282046106,23.1,,2024
21017,KY,Bourbon County,37.3,74.062855032,30.0,,2024
21019,KY,Boyd County,39.6,72.4990704,31.6,,2024
21021,KY,Boyle County,40.400000000000006,75.142641893,27.800000000000004,,2024
21023,KY,Bracken County,38.6,71.546633632,31.6,,2024
21025,KY,Breathitt County,39.4,67.469417455,36.0,,2024
21027,KY,Breckinridge County,42.1,73.929605902,31.4,,2024
21029,KY,Bullitt County,37.6,76.872732576,29.099999999999998,,2024
21031,KY,Butler County,38.4,72.440760006,32.2,,2024
21033,KY,Caldwell County,36.9,72.976765031,29.799999999999997,,2024
21035,KY,Calloway County,40.1,75.535912485,27.200000000000003,,2024
21037,KY,Campbell County,35.0,77.143139153,22.7,,2024
21039,KY,Carlisle County,42.6,71.324545723,33.4,,2024
21041,KY,Carroll County,41.5,70.752320337,33.7,,2024
21043,KY,Carter County,42.5,71.803334978,33.2,,2024
21045,KY,Casey County,42.9,73.443570207,37.0,,2024
21047,KY,Christian County,39.2,72.565551307,31.6,,2024
21049,KY,Clark County,38.4,73.235333325,28.299999999999997,,2024
21051,KY,Clay County,42.6,69.065494462,38.7,,2024
21053,KY,Clinton County,41.0,72.84528076,36.199999999999996,,2024
21055,KY,Crittenden County,42.1,71.882488346,31.3,,2024
21057,KY,Cumberland County,43.3,73.566427789,35.699999999999996,,2024
21059,KY,Daviess County,41.9,75.452328863,29.099999999999998,,2024
21061,KY,Edmonson County,39.1,75.250233929,33.0,,2024
21063,KY,Elliott County,44.4,75.765260727,36.4,,2024
21065,KY,Estill County,42.1,70.609164278,36.1,,2024
21067,KY,Fayette County,35.5,77.379803688,26.6,,2024
21069,KY,Fleming County,39.300000000000004,73.546727875,31.900000000000002,,2024
21071,KY,Floyd County,42.9,68.793371559,35.3,,2024
21073,KY,Franklin County,37.6,74.198312505,27.500000000000004,,2024
21075,KY,Fulton County,45.0,67.460002268,35.9,,2024
21077,KY,Gallatin County,39.1,72.109273394,32.1,,2024
21079,KY,Garrard County,41.199999999999996,74.695886776,29.4,,2024
21081,KY,Grant County,43.3,73.224686925,30.5,,2024
21083,KY,Graves County,41.0,73.475779449,29.799999999999997,,2024
21085,KY,Grayson County,40.8,72.248209015,34.300000000000004,,2024
21087,KY,Green County,43.7,74.087522702,34.2,,2024
21089,KY,Greenup County,41.8,72.61727538,29.599999999999998,,2024
21091,KY,Hancock County,37.3,74.620704255,28.799999999999997,,2024
21093,KY,Hardin County,41.9,74.562476118,26.400000000000002,,2024
21095,KY,Harlan County,45.0,66.961701731,38.1,,2024
21097,KY,Harrison County,41.5,73.136163539,28.9,,2024
21099,KY,Hart County,38.6,73.558231891,34.4,,2024
21101,KY,Henderson County,37.6,74.314638281,28.799999999999997,,2024
21103,KY,Henry County,40.300000000000004,73.382943865,31.3,,2024
21105,KY,Hickman County,38.9,73.582071464,31.5,,2024
21107,KY,Hopkins County,41.099999999999994,72.751739697,30.9,,2024
21109,KY,Jackson County,42.699999999999996,70.925889776,37.7,,2024
21111,KY,Jefferson County,37.3,74.078780877,27.900000000000002,,2024
21113,KY,Jessamine County,37.1,76.275761305,27.400000000000002,,2024
21115,KY,Johnson County,37.5,70.508704076,34.5,,2024
21117,KY,Kenton County,34.4,76.075368363,25.0,,2024
21119,KY,Knott County,40.2,69.459879018,39.1,,2024
21121,KY,Knox County,42.1,70.636621349,38.4,,2024
21123,KY,Larue County,40.5,73.066442624,31.4,,2024
21125,KY,Laurel County,46.7,72.989775372,32.1,,2024
21127,KY,Lawrence County,41.9,71.055321077,36.1,,2024
21129,KY,Lee County,40.699999999999996,68.092407753,40.0,,2024
21131,KY,Leslie County,44.4,68.845928729,37.8,,2024
21133,KY,Letcher County,41.6,68.768060656,37.0,,2024
21135,KY,Lewis County,43.1,70.923591432,38.2,,2024
21137,KY,Lincoln County,41.0,71.245877346,33.2,,2024
21139,KY,Livingston County,38.6,72.686487637,29.4,,2024
21141,KY,Logan County,41.4,74.162551063,30.9,,2024
21143,KY,Lyon County,38.5,75.625916116,28.1,,2024
21145,KY,McCracken County,33.900000000000006,74.803317258,28.1,,2024
21147,KY,McCreary County,44.4,70.794586773,38.5,,2024
21149,KY,McLean County,38.9,74.905263336,27.900000000000002,,2024
21151,KY,Madison County,40.5,74.30336886,27.200000000000003,,2024
21153,KY,Magoffin County,46.1,69.403403549,38.7,,2024
21155,KY,Marion County,40.400000000000006,73.449203067,31.6,,2024
21157,KY,Marshall County,37.3,74.590952002,26.8,,2024
21159,KY,Martin County,39.900000000000006,71.597395749,35.4,,2024
21161,KY,Mason County,37.4,71.980018629,30.3,,2024
21163,KY,Meade County,38.2,74.768998395,28.1,,2024
21165,KY,Menifee County,43.8,72.117772896,36.1,,2024
21167,KY,Mercer County,38.800000000000004,73.987700579,27.900000000000002,,2024
21169,KY,Metcalfe County,39.900000000000006,72.751004346,32.1,,2024
21171,KY,Monroe County,40.300000000000004,72.635547238,33.4,,2024
21173,KY,Montgomery County,41.699999999999996,72.608886194,31.900000000000002,,2024
21175,KY,Morgan County,42.9,73.690227841,33.7,,2024
21177,KY,Muhlenberg County,41.099999999999994,73.262858523,31.3,,2024
21179,KY,Nelson County,36.4,74.667158479,25.900000000000002,,2024
21181,KY,Nicholas County,41.5,72.998823836,33.6,,2024
21183,KY,Ohio County,40.300000000000004,73.935583637,31.8,,2024
21185,KY,Oldham County,31.3,79.580955892,20.5,,2024
21187,KY,Owen County,38.3,72.971648647,29.4,,2024
21189,KY,Owsley County,44.4,65.767292869,37.4,,2024
21191,KY,Pendleton County,38.4,72.07219775,30.2,,2024
21193,KY,Perry County,42.0,65.404478849,32.9,,2024
21195,KY,Pike County,43.4,70.338492561,35.0,,2024
21197,KY,Powell County,39.5,69.032533041,32.2,,2024
21199,KY,Pulaski County,39.2,72.626948153,32.0,,2024
21201,KY,Robertson County,41.5,71.293200544,31.1,,2024
21203,KY,Rockcastle County,43.6,70.813610538,34.300000000000004,,2024
21205,KY,Rowan County,41.099999999999994,73.537454615,30.7,,2024
21207,KY,Russell County,40.6,72.453083859,31.8,,2024
21209,KY,Scott County,39.900000000000006,76.144915516,25.2,,2024
21211,KY,Shelby County,36.3,77.216791567,27.1,,2024
21213,KY,Simpson County,39.0,72.857207654,29.299999999999997,,2024
21215,KY,Spencer County,35.9,76.653860145,24.9,,2024
21217,KY,Taylor County,39.800000000000004,72.608020399,29.5,,2024
21219,KY,Todd County,41.0,73.70750566,33.4,,2024
21221,KY,Trigg County,41.5,73.032665767,28.9,,2024
21223,KY,Trimble County,40.5,72.659905293,30.0,,2024
21225,KY,Union County,40.0,73.899872925,31.0,,2024
21227,KY,Warren County,39.2,75.76278696,27.400000000000002,,2024
21229,KY,Washington County,42.199999999999996,75.376199149,29.2,,2024
21231,KY,Wayne County,42.9,73.187252645,35.8,,2024
21233,KY,Webster County,40.2,71.948849997,33.2,,2024
21235,KY,Whitley County,42.1,69.95359019,32.2,,2024
21237,KY,Wolfe County,43.2,65.845400319,41.5,,2024
21239,KY,Woodford County,36.0,76.506845207,23.599999999999998,,2024
22001,LA,Acadia Parish,39.5,71.514626894,33.300000000000004,,2024
22003,LA,Allen Parish,41.4,71.905289093,32.7,,2024
22005,LA,Ascension Parish,36.3,77.632235151,24.3,,2024
22007,LA,Assumption Parish,38.9,74.288198834,34.4,,2024
22009,LA,Avoyelles Parish,43.1,71.646364165,36.199999999999996,,2024
22011,LA,Beauregard Parish,39.900000000000006,73.975368802,28.4,,2024
22013,LA,Bienville Parish,45.800000000000004,68.645561421,37.4,,2024
22015,LA,Bossier Parish,37.6,76.067476355,27.500000000000004,,2024
22017,LA,Caddo Parish,41.5,72.246969112,31.3,,2024
22019,LA,Calcasieu Parish,39.6,73.343367868,29.099999999999998,,2024
22021,LA,Caldwell Parish,41.099999999999994,72.085405717,35.099999999999994,,2024
22023,LA,Cameron Parish,36.199999999999996,80.185033318,27.800000000000004,,2024
22025,LA,Catahoula Parish,43.9,72.559569578,33.900000000000006,,2024
22027,LA,Claiborne Parish,44.1,73.990429097,39.2,,2024
22029,LA,Concordia Parish,45.300000000000004,71.124601087,40.6,,2024
22031,LA,De Soto Parish,43.7,74.115060791,32.7,,2024
22033,LA,East Baton Rouge Parish,36.8,73.863379881,25.7,,2024
22035,LA,East Carroll Parish,50.5,71.283905091,47.0,,2024
22037,LA,East Feliciana Parish,41.9,71.383252712,29.799999999999997,,2024
22039,LA,Evangeline Parish,41.6,71.09077765,38.1,,2024
22041,LA,Franklin Parish,44.1,72.358253537,36.5,,2024
22043,LA,Grant Parish,38.800000000000004,74.228441626,30.7,,2024
22045,LA,Iberia Parish,43.3,72.605785362,32.800000000000004,,2024
22047,LA,Iberville Parish,41.099999999999994,72.926267187,32.1,,2024
22049,LA,Jackson Parish,44.1,73.570536659,32.300000000000004,,2024
22051,LA,Jefferson Parish,36.199999999999996,75.622609825,27.3,,2024
22053,LA,Jefferson Davis Parish,41.0,71.98468435,30.099999999999998,,2024
22055,LA,Lafayette Parish,39.1,76.491972295,26.8,,2024
22057,LA,Lafourche Parish,38.7,75.184376305,30.599999999999998,,2024
22059,LA,LaSalle Parish,38.5,74.457557378,29.599999999999998,,2024
22061,LA,Lincoln Parish,43.7,74.799817249,30.7,,2024
22063,LA,Livingston Parish,37.0,74.805127139,27.800000000000004,,2024
22065,LA,Madison Parish,45.800000000000004,70.160882715,39.4,,2024
22067,LA,Morehouse Parish,42.1,68.703409707,37.2,,2024
22069,LA,Natchitoches Parish,42.4,71.936849453,33.0,,2024
22071,LA,Orleans Parish,34.5,74.544237234,24.8,,2024
22073,LA,Ouachita Parish,37.1,72.513641817,31.2,,2024
22075,LA,Plaquemines Parish,40.1,76.05994773,29.299999999999997,,2024
22077,LA,Pointe Coupee Parish,40.300000000000004,73.500344205,31.7,,2024
22079,LA,Rapides Parish,37.4,71.229058233,30.599999999999998,,2024
22081,LA,Red River Parish,42.4,72.226198402,34.5,,2024
22083,LA,Richland Parish,43.0,72.460002121,35.5,,2024
22085,LA,Sabine Parish,43.0,73.053954323,33.4,,2024
22087,LA,St. Bernard Parish,40.6,73.68163686,32.5,,2024
22089,LA,St. Charles Parish,37.1,75.755497892,26.3,,2024
22091,LA,St. Helena Parish,43.1,70.940384487,36.5,,2024
22093,LA,St. James Parish,39.2,75.110495947,29.7,,2024
22095,LA,St. John the Baptist Parish,44.7,73.499451716,31.4,,2024
22097,LA,St. Landry Parish,40.0,70.047627527,34.8,,2024
22099,LA,St. Martin Parish,41.099999999999994,74.45831887,30.099999999999998,,2024
22101,LA,St. Mary Parish,39.1,72.888715118,34.8,,2024
22103,LA,St. Tammany Parish,34.8,76.879563152,21.9,,2024
22105,LA,Tangipahoa Parish,40.5,72.990858144,34.0,,2024
22107,LA,Tensas Parish,45.7,71.082054303,38.9,,2024
22109,LA,Terrebonne Parish,39.300000000000004,73.724932582,32.7,,2024
22111,LA,Union Parish,42.1,72.546404744,32.7,,2024
22113,LA,Vermilion Parish,38.6,74.997966309,29.799999999999997,,2024
22115,LA,Vernon Parish,40.0,73.878274183,30.3,,2024
22117,LA,Washington Parish,44.6,69.459141019,36.6,,2024
22119,LA,Webster Parish,43.9,70.933405375,36.4,,2024
22121,LA,West Baton Rouge Parish,41.699999999999996,75.305349143,27.900000000000002,,2024
22123,LA,West Carroll Parish,41.0,73.065492221,33.5,,2024
22125,LA,West Feliciana Parish,39.900000000000006,76.434250317,27.0,,2024
22127,LA,Winn Parish,39.800000000000004,72.528162529,32.800000000000004,,2024
23001,ME,Androscoggin County,35.699999999999996,75.51059025,30.7,,2024
23003,ME,Aroostook County,39.900000000000006,76.649691394,32.5,,2024
23005,ME,Cumberland County,26.3,79.829386322,18.9,,2024
23007,ME,Franklin County,31.7,77.268075157,26.900000000000002,,2024
23009,ME,Hancock County,28.599999999999998,78.268425782,22.900000000000002,,2024
23011,ME,Kennebec County,34.300000000000004,76.783881328,25.0,,2024
23013,ME,Knox County,28.7,78.642451012,22.6,,2024
23015,ME,Lincoln County,27.400000000000002,80.041092342,23.200000000000003,,2024
23017,ME,Oxford County,34.0,76.675969729,26.3,,2024
23019,ME,Penobscot County,36.4,76.073743488,26.3,,2024
23021,ME,Piscataquis County,36.6,75.970385666,30.2,,2024
23023,ME,Sagadahoc County,28.599999999999998,80.317203473,20.8,,2024
23025,ME,Somerset County,37.1,75.339061943,30.9,,2024
23027,ME,Waldo County,35.9,77.331199048,24.8,,2024
23029,ME,Washington County,37.0,74.256940332,30.2,,2024
23031,ME,York County,31.4,78.866146699,23.3,,2024
24001,MD,Allegany County,41.9,74.218229962,27.800000000000004,,2024
24003,MD,Anne Arundel County,35.699999999999996,78.864046864,20.599999999999998,,2024
24005,MD,Baltimore County,36.6,77.02363451,22.400000000000002,,2024
24009,MD,Calvert County,35.4,78.617151745,19.1,,2024
24011,MD,Caroline County,42.1,75.633768745,25.6,,2024
24013,MD,Carroll County,31.4,78.253579154,18.6,,2024
24015,MD,Cecil County,35.8,74.190678177,25.4,,2024
24017,MD,Charles County,41.6,77.03648661,21.4,,2024
24019,MD,Dorchester County,38.6,74.795507987,26.3,,2024
24021,MD,Frederick County,33.2,79.947023987,18.0,,2024
24023,MD,Garrett County,44.0,76.658973737,24.8,,2024
24025,MD,Harford County,32.2,78.056391971,21.3,,2024
24027,MD,Howard County,27.500000000000004,82.529352599,16.3,,2024
24029,MD,Kent County,34.699999999999996,76.384015268,21.5,,2024
24031,MD,Montgomery County,24.7,83.537878329,16.8,,2024
